ticket_date,flight_date,remain_day,valid_price,ticket_year,ticket_month,ticket_day,ticket_weekday,flight_year,flight_month,flight_day,flight_weekday,remain_day_interval,lowest_price,ave_price,ave_valid_price,ave_price_monday
2017-11-04,2017-11-05,1,1060,2017,11,4,6,2017,11,5,7,1,1060,662.0454545454545,925.0,729.5266715159546
2017-11-03,2017-11-05,2,1060,2017,11,3,5,2017,11,5,7,1,1060,652.7906976744188,912.6666666666666,725.6505630973811
2017-11-02,2017-11-05,3,1060,2017,11,2,4,2017,11,5,7,1,1060,643.0952380952381,901.6666666666666,721.7875882196531
2017-11-01,2017-11-05,4,1060,2017,11,1,3,2017,11,5,7,1,1060,632.9268292682926,882.0,718.0234559322145
2017-10-31,2017-11-05,5,810,2017,10,31,2,2017,11,5,7,1,810,622.25,798.0,714.51675688873
2017-10-30,2017-11-05,6,810,2017,10,30,1,2017,11,5,7,1,810,617.4358974358976,800.3333333333334,712.728792543471
2017-10-29,2017-11-05,7,660,2017,10,29,7,2017,11,5,7,1,660,612.3684210526316,733.3333333333334,710.7895099972689
2017-10-28,2017-11-05,8,660,2017,10,28,6,2017,11,5,7,1,660,611.081081081081,742.0,710.2554966514014
2017-10-27,2017-11-05,9,660,2017,10,27,5,2017,11,5,7,1,660,609.7222222222222,745.3333333333334,709.5257294472849
2017-10-26,2017-11-05,10,660,2017,10,26,4,2017,11,5,7,1,660,608.2857142857142,744.1379310344828,708.4277999343891
2017-10-25,2017-11-05,11,660,2017,10,25,3,2017,11,5,7,2,660,606.7647058823529,742.8571428571429,707.4102503241459
2017-10-24,2017-11-05,12,660,2017,10,24,2,2017,11,5,7,2,660,605.1515151515151,729.6296296296297,687.1692834900452
2017-10-23,2017-11-05,13,690,2017,10,23,1,2017,11,5,7,2,660,603.4375,741.9230769230769,693.7347181858823
2017-10-13,2017-11-05,23,620,2017,10,13,5,2017,11,5,7,3,620,600.6451612903227,711.7647058823529,695.1851689725909
2017-10-05,2017-11-05,31,590,2017,10,5,4,2017,11,5,7,4,590,600.0,695.6666666666666,700.0666666666667
2017-10-04,2017-11-05,32,590,2017,10,4,3,2017,11,5,7,4,590,600.3448275862069,695.6666666666666,700.2183908045976
2017-10-03,2017-11-05,33,590,2017,10,3,2,2017,11,5,7,4,590,600.7142857142858,697.3333333333334,700.3809523809523
2017-10-02,2017-11-05,34,590,2017,10,2,1,2017,11,5,7,4,590,601.1111111111112,697.3333333333334,700.4938271604939
2017-10-01,2017-11-05,35,590,2017,10,1,7,2017,11,5,7,4,590,601.5384615384615,697.3333333333334,700.6153846153846
2017-09-30,2017-11-05,36,590,2017,9,30,6,2017,11,5,7,4,590,602.0,697.3333333333334,700.7466666666664
2017-09-29,2017-11-05,37,590,2017,9,29,5,2017,11,5,7,4,590,602.5,697.3333333333334,700.8888888888888
2017-09-28,2017-11-05,38,590,2017,9,28,4,2017,11,5,7,4,590,603.0434782608696,697.3333333333334,701.0434782608696
2017-09-27,2017-11-05,39,590,2017,9,27,3,2017,11,5,7,4,590,603.6363636363636,697.3333333333334,701.2121212121214
2017-09-26,2017-11-05,40,590,2017,9,26,2,2017,11,5,7,4,590,604.2857142857142,697.3333333333334,701.3968253968254
2017-09-25,2017-11-05,41,590,2017,9,25,1,2017,11,5,7,5,590,605.0,697.3333333333334,701.6
2017-09-24,2017-11-05,42,590,2017,9,24,7,2017,11,5,7,5,590,605.7894736842105,697.3333333333334,701.8245614035088
2017-09-23,2017-11-05,43,590,2017,9,23,6,2017,11,5,7,5,590,606.6666666666666,697.3333333333334,702.0740740740741
2017-09-22,2017-11-05,44,590,2017,9,22,5,2017,11,5,7,5,590,607.6470588235294,697.3333333333334,702.3529411764707
2017-09-21,2017-11-05,45,590,2017,9,21,4,2017,11,5,7,5,590,608.75,701.3333333333334,702.6666666666666
2017-09-20,2017-11-05,46,590,2017,9,20,3,2017,11,5,7,5,590,610.0,701.3333333333334,702.7555555555555
2017-09-19,2017-11-05,47,590,2017,9,19,2,2017,11,5,7,5,590,611.4285714285714,697.6666666666666,702.857142857143
2017-09-18,2017-11-05,48,590,2017,9,18,1,2017,11,5,7,5,590,613.0769230769231,700.0,703.2564102564103
2017-09-17,2017-11-05,49,690,2017,9,17,7,2017,11,5,7,5,590,615.0,700.6666666666666,703.5277777777778
2017-09-16,2017-11-05,50,590,2017,9,16,6,2017,11,5,7,5,590,608.1818181818181,700.6666666666666,703.7878787878788
2017-09-15,2017-11-05,51,590,2017,9,15,5,2017,11,5,7,6,590,610.0,700.6666666666666,704.1
2017-09-14,2017-11-05,52,590,2017,9,14,4,2017,11,5,7,6,590,612.2222222222222,701.3333333333334,704.4814814814815
2017-09-13,2017-11-05,53,590,2017,9,13,3,2017,11,5,7,6,590,615.0,701.3333333333334,704.875
2017-09-12,2017-11-05,54,590,2017,9,12,2,2017,11,5,7,6,590,618.5714285714286,701.6666666666666,705.3809523809522
2017-09-11,2017-11-05,55,590,2017,9,11,1,2017,11,5,7,6,590,623.3333333333334,704.0,706.0
2017-09-10,2017-11-05,56,590,2017,9,10,7,2017,11,5,7,6,590,630.0,705.0,706.4
2017-09-09,2017-11-05,57,590,2017,9,9,6,2017,11,5,7,6,590,640.0,707.3333333333334,706.75
2017-09-08,2017-11-05,58,690,2017,9,8,5,2017,11,5,7,6,590,656.6666666666666,704.3333333333334,706.5555555555555
2017-09-07,2017-11-05,59,590,2017,9,7,4,2017,11,5,7,6,590,640.0,707.3333333333334,707.6666666666666
2017-09-06,2017-11-05,60,690,2017,9,6,3,2017,11,5,7,6,590,690.0,708.0,708.0
2017-12-21,2017-12-22,1,1230,2017,12,21,4,2017,12,22,5,1,1230,1230.3225806451612,857.3809523809524,662.1800128936671
2017-12-20,2017-12-22,2,1230,2017,12,20,3,2017,12,22,5,1,1230,1230.327868852459,826.3157894736842,680.9644480970592
2017-12-19,2017-12-22,3,1230,2017,12,19,2,2017,12,22,5,1,1230,1230.3333333333333,845.7894736842105,663.9545717247827
2017-12-18,2017-12-22,4,1230,2017,12,18,1,2017,12,22,5,1,1230,1230.3389830508474,826.6666666666666,678.7773948666194
2017-12-17,2017-12-22,5,1230,2017,12,17,7,2017,12,22,5,1,1230,1230.344827586207,734.25,669.1540204530961
2017-12-16,2017-12-22,6,1230,2017,12,16,6,2017,12,22,5,1,1230,1230.3508771929826,718.2978723404256,664.0583600643745
2017-12-15,2017-12-22,7,1230,2017,12,15,5,2017,12,22,5,1,1230,1230.357142857143,737.7142857142857,710.1186921680561
2017-12-14,2017-12-22,8,1230,2017,12,14,4,2017,12,22,5,1,1230,1230.3636363636365,696.2857142857143,670.0855737678833
2017-12-13,2017-12-22,9,1230,2017,12,13,3,2017,12,22,5,1,1230,1230.3703703703704,691.3888888888889,663.3644460351745
2017-12-12,2017-12-22,10,1230,2017,12,12,2,2017,12,22,5,1,1230,1230.377358490566,708.0,673.4794136106011
2017-12-11,2017-12-22,11,1230,2017,12,11,1,2017,12,22,5,2,1230,1230.3846153846155,703.1428571428571,669.0556185163955
2017-12-10,2017-12-22,12,1230,2017,12,10,7,2017,12,22,5,2,1230,1230.3921568627452,709.1666666666666,668.3226451570791
2017-12-09,2017-12-22,13,1240,2017,12,9,6,2017,12,22,5,2,1230,1230.4,739.4117647058823,694.6022700256574
2017-12-09,2017-12-22,13,1230,2017,12,9,6,2017,12,22,5,2,1230,1230.204081632653,739.4117647058823,694.6022700256574
2017-12-08,2017-12-22,14,1230,2017,12,8,5,2017,12,22,5,2,1230,1230.2083333333333,694.8837209302326,662.4681022384212
2017-12-07,2017-12-22,15,1230,2017,12,7,4,2017,12,22,5,2,1230,1230.2127659574471,686.3636363636364,668.9868433146816
2017-12-06,2017-12-22,16,1230,2017,12,6,3,2017,12,22,5,2,1230,1230.2173913043478,690.3030303030303,668.7492672640685
2017-12-05,2017-12-22,17,1230,2017,12,5,2,2017,12,22,5,2,1230,1230.2222222222224,680.5882352941177,662.7999801299713
2017-12-04,2017-12-22,18,1230,2017,12,4,1,2017,12,22,5,2,1230,1230.2272727272727,688.7878787878788,671.0657896487936
2017-12-03,2017-12-22,19,1230,2017,12,3,7,2017,12,22,5,2,1230,1230.2325581395348,696.6666666666666,677.4480321182224
2017-12-02,2017-12-22,20,1230,2017,12,2,6,2017,12,22,5,2,1230,1230.2380952380952,709.3939393939394,692.647415436566
2017-12-01,2017-12-22,21,1240,2017,12,1,5,2017,12,22,5,3,1230,1230.2439024390244,705.9375,691.6761848209222
2017-12-01,2017-12-22,21,1230,2017,12,1,5,2017,12,22,5,3,1230,1230.0,705.9375,691.6761848209222
2017-11-30,2017-12-22,22,1230,2017,11,30,4,2017,12,22,5,3,1230,1230.0,680.9090909090909,660.634251250105
2017-11-29,2017-12-22,23,1230,2017,11,29,3,2017,12,22,5,3,1230,1230.0,688.75,670.9440894905536
2017-11-28,2017-12-22,24,1230,2017,11,28,2,2017,12,22,5,3,1230,1230.0,684.6875,666.9568436098042
2017-11-27,2017-12-22,25,1230,2017,11,27,1,2017,12,22,5,3,1230,1230.0,684.6875,666.4520482653705
2017-11-26,2017-12-22,26,1230,2017,11,26,7,2017,12,22,5,3,1230,1230.0,696.875,672.860165969541
2017-11-25,2017-12-22,27,1230,2017,11,25,6,2017,12,22,5,3,1230,1230.0,696.875,672.1339577497668
2017-11-24,2017-12-22,28,1230,2017,11,24,5,2017,12,22,5,3,1230,1230.0,710.0,687.8515963203463
2017-11-23,2017-12-22,29,1230,2017,11,23,4,2017,12,22,5,3,1230,1230.0,686.4705882352941,664.2424078588655
2017-11-22,2017-12-22,30,1230,2017,11,22,3,2017,12,22,5,3,1230,1230.0,663.4375,661.1687247983871
2017-11-21,2017-12-22,31,1230,2017,11,21,2,2017,12,22,5,4,1230,1230.0,666.7741935483871,668.7956989247311
2017-11-20,2017-12-22,32,1230,2017,11,20,1,2017,12,22,5,4,1230,1230.0,666.7741935483871,668.8654060066741
2017-11-19,2017-12-22,33,1230,2017,11,19,7,2017,12,22,5,4,1230,1230.0,666.7741935483871,668.9400921658987
2017-11-18,2017-12-22,34,1230,2017,11,18,6,2017,12,22,5,4,1230,1230.0,666.7741935483871,669.0203106332139
2017-11-17,2017-12-22,35,1230,2017,11,17,5,2017,12,22,5,4,1230,1230.0,666.7741935483871,669.106699751861
2017-11-16,2017-12-22,36,1230,2017,11,16,4,2017,12,22,5,4,1230,1230.0,666.7741935483871,669.2
2017-11-15,2017-12-22,37,1230,2017,11,15,3,2017,12,22,5,4,1230,1230.0,666.7741935483871,669.3010752688173
2017-11-14,2017-12-22,38,1230,2017,11,14,2,2017,12,22,5,4,1230,1230.0,666.7741935483871,669.4109396914447
2017-11-13,2017-12-22,39,1230,2017,11,13,1,2017,12,22,5,4,1230,1230.0,666.7741935483871,669.5307917888563
2017-11-12,2017-12-22,40,1230,2017,11,12,7,2017,12,22,5,4,1230,1230.0,668.3870967741935,669.6620583717357
2017-11-11,2017-12-22,41,1230,2017,11,11,6,2017,12,22,5,5,1230,1230.0,668.3870967741935,669.7258064516129
2017-11-10,2017-12-22,42,1230,2017,11,10,5,2017,12,22,5,5,1230,1230.0,668.3870967741935,669.7962648556875
2017-11-09,2017-12-22,43,1230,2017,11,9,4,2017,12,22,5,5,1230,1230.0,668.3870967741935,669.8745519713261
2017-11-08,2017-12-22,44,1230,2017,11,8,3,2017,12,22,5,5,1230,1230.0,668.3870967741935,669.9620493358633
2017-11-07,2017-12-22,45,1230,2017,11,7,2,2017,12,22,5,5,1230,1230.0,668.3870967741935,670.0604838709677
2017-11-06,2017-12-22,46,1230,2017,11,6,1,2017,12,22,5,5,1230,1230.0,668.3870967741935,670.1720430107528
2017-11-05,2017-12-22,47,1230,2017,11,5,7,2017,12,22,5,5,1230,1230.0,668.3870967741935,670.2995391705069
2017-11-04,2017-12-22,48,1230,2017,11,4,6,2017,12,22,5,5,1230,1230.0,671.9354838709677,670.4466501240696
2017-11-03,2017-12-22,49,1230,2017,11,3,5,2017,12,22,5,5,1230,1230.0,670.3225806451613,670.3225806451613
2017-11-02,2017-12-22,50,1230,2017,11,2,4,2017,12,22,5,5,1230,1230.0,670.3225806451613,670.3225806451613
2017-11-01,2017-12-22,51,1230,2017,11,1,3,2017,12,22,5,6,1230,1230.0,670.3225806451613,670.3225806451613
2017-10-31,2017-12-22,52,1230,2017,10,31,2,2017,12,22,5,6,1230,1230.0,670.3225806451613,670.3225806451613
2017-10-30,2017-12-22,53,1230,2017,10,30,1,2017,12,22,5,6,1230,1230.0,670.3225806451613,670.3225806451613
2017-10-29,2017-12-22,54,1230,2017,10,29,7,2017,12,22,5,6,1230,1230.0,670.3225806451613,670.3225806451613
2017-10-28,2017-12-22,55,1230,2017,10,28,6,2017,12,22,5,6,1230,1230.0,670.3225806451613,670.3225806451613
2017-10-27,2017-12-22,56,1230,2017,10,27,5,2017,12,22,5,6,1230,1230.0,670.3225806451613,670.3225806451613
2017-10-26,2017-12-22,57,1230,2017,10,26,4,2017,12,22,5,6,1230,1230.0,670.3225806451613,670.3225806451613
2017-10-25,2017-12-22,58,1230,2017,10,25,3,2017,12,22,5,6,1230,1230.0,670.3225806451613,670.3225806451613
2017-10-24,2017-12-22,59,1230,2017,10,24,2,2017,12,22,5,6,1230,1230.0,670.3225806451613,670.3225806451613
2017-10-23,2017-12-22,60,1230,2017,10,23,1,2017,12,22,5,6,1230,1230.0,670.3225806451613,670.3225806451613
2018-06-30,2018-08-25,56,610,2018,6,30,6,2018,8,25,6,6,610,610.0,946.8181818181819,940.2045454545455
2018-06-29,2018-08-25,57,610,2018,6,29,5,2018,8,25,6,6,610,610.0,923.6363636363636,918.2954545454545
2018-06-28,2018-08-25,58,610,2018,6,28,4,2018,8,25,6,6,610,610.0,930.8333333333334,925.9722222222223
2018-06-27,2018-08-25,59,610,2018,6,27,3,2018,8,25,6,6,610,610.0,893.75,895.3472222222223
2018-06-26,2018-08-25,60,610,2018,6,26,2,2018,8,25,6,6,610,610.0,884.6153846153846,886.1538461538462
2017-09-24,2017-09-28,4,1060,2017,9,24,7,2017,9,28,4,1,1060,1146.7391304347825,848.5714285714286,789.5505432854736
2017-09-23,2017-09-28,5,930,2017,9,23,6,2017,9,28,4,1,930,1148.6666666666667,834.6428571428571,787.278318839794
2017-09-22,2017-09-28,6,810,2017,9,22,5,2017,9,28,4,1,810,1153.6363636363635,790.7142857142857,811.2470311483286
2017-09-21,2017-09-28,7,810,2017,9,21,4,2017,9,28,4,1,810,1161.6279069767445,804.6428571428571,831.780224485666
2017-09-20,2017-09-28,8,810,2017,9,20,3,2017,9,28,4,1,810,1170.0,800.0,816.0578824965428
2017-09-19,2017-09-28,9,930,2017,9,19,2,2017,9,28,4,1,810,1178.780487804878,844.8148148148148,848.0130636852891
2017-09-18,2017-09-28,10,930,2017,9,18,1,2017,9,28,4,1,810,1185.0,810.0,817.3529709097153
2017-09-17,2017-09-28,11,940,2017,9,17,7,2017,9,28,4,2,810,1191.5384615384614,824.4,826.1594608324912
2017-09-16,2017-09-28,12,930,2017,9,16,6,2017,9,28,4,2,810,1198.157894736842,835.2,830.4033676693176
2017-09-15,2017-09-28,13,930,2017,9,15,5,2017,9,28,4,2,810,1205.4054054054054,844.8,829.2104366263177
2017-09-14,2017-09-28,14,900,2017,9,14,4,2017,9,28,4,2,810,1213.0555555555557,848.75,841.3749935290562
2017-09-13,2017-09-28,15,900,2017,9,13,3,2017,9,28,4,2,810,1222.0,850.8695652173913,825.2613176604694
2017-09-12,2017-09-28,16,1230,2017,9,12,2,2017,9,28,4,2,810,1231.4705882352941,887.2727272727273,854.6770387262596
2017-09-11,2017-09-28,17,1230,2017,9,11,1,2017,9,28,4,2,810,1231.5151515151515,863.8095238095239,824.1648445624612
2017-09-10,2017-09-28,18,1230,2017,9,10,7,2017,9,28,4,2,810,1231.5625,870.0,842.6027778934728
2017-09-09,2017-09-28,19,1230,2017,9,9,6,2017,9,28,4,2,810,1231.6129032258063,896.5,871.2090388025229
2017-09-08,2017-09-28,20,1240,2017,9,8,5,2017,9,28,4,2,810,1231.6666666666667,879.5,862.1263334877276
2017-09-07,2017-09-28,21,1230,2017,9,7,4,2017,9,28,4,3,810,1231.3793103448277,877.0,863.4058528525172
2017-09-06,2017-09-28,22,1240,2017,9,6,3,2017,9,28,4,3,810,1231.4285714285713,845.0,828.0271233043002
2017-09-05,2017-09-28,23,1230,2017,9,5,2,2017,9,28,4,3,810,1231.111111111111,860.5,844.3263227493811
2017-09-04,2017-09-28,24,1230,2017,9,4,1,2017,9,28,4,3,810,1231.1538461538462,826.5,815.1055341880341
2017-09-03,2017-09-28,25,1230,2017,9,3,7,2017,9,28,4,3,810,1231.2,825.7894736842105,814.0624413598098
2017-09-02,2017-09-28,26,1230,2017,9,2,6,2017,9,28,4,3,810,1231.25,874.0,857.7346704382574
2017-09-01,2017-09-28,27,1230,2017,9,1,5,2017,9,28,4,3,810,1231.304347826087,858.0,844.9582919254659
2017-08-31,2017-09-28,28,1230,2017,8,31,4,2017,9,28,4,3,810,1231.3636363636365,857.5,843.8146567200916
2017-08-30,2017-09-28,29,1230,2017,8,30,3,2017,9,28,4,3,810,1231.4285714285713,830.0,821.8189043872177
2017-08-29,2017-09-28,30,1230,2017,8,29,2,2017,9,28,4,3,810,1231.5,807.8947368421053,800.5780057942379
2017-08-28,2017-09-28,31,1230,2017,8,28,1,2017,9,28,4,4,810,1231.578947368421,801.578947368421,794.3109575865807
2017-08-25,2017-09-28,34,1240,2017,8,25,5,2017,9,28,4,4,810,1231.6666666666667,814.0,809.5563877012794
2017-08-23,2017-09-28,36,1230,2017,8,23,3,2017,9,28,4,4,810,1231.1764705882354,793.125,784.351094553881
2017-08-20,2017-09-28,39,1230,2017,8,20,7,2017,9,28,4,4,810,1231.25,751.3333333333334,740.8111339383012
2017-08-19,2017-09-28,40,1240,2017,8,19,6,2017,9,28,4,4,810,1231.3333333333333,860.0,848.4533764967975
2017-08-13,2017-09-28,46,1230,2017,8,13,7,2017,9,28,4,5,810,1230.7142857142858,802.9166666666666,801.1580271580274
2017-08-12,2017-09-28,47,1240,2017,8,12,6,2017,9,28,4,5,810,1230.7692307692307,854.7826086956521,851.4463555767902
2017-08-11,2017-09-28,48,1230,2017,8,11,5,2017,9,28,4,5,810,1230.0,848.6363636363636,843.0785615899254
2017-08-10,2017-09-28,49,1230,2017,8,10,4,2017,9,28,4,5,810,1230.0,837.6190476190476,839.7638287638289
2017-08-09,2017-09-28,50,1230,2017,8,9,3,2017,9,28,4,5,810,1230.0,837.8947368421053,838.1944444444445
2017-08-08,2017-09-28,51,1230,2017,8,8,2,2017,9,28,4,6,810,1230.0,798.9473684210526,799.5000000000001
2017-08-07,2017-09-28,52,1230,2017,8,7,1,2017,9,28,4,6,810,1230.0,845.2941176470588,845.686274509804
2017-08-06,2017-09-28,53,1230,2017,8,6,7,2017,9,28,4,6,810,1230.0,835.625,837.0811011904761
2017-08-05,2017-09-28,54,1230,2017,8,5,6,2017,9,28,4,6,810,1230.0,892.6666666666666,893.2857142857142
2017-08-04,2017-09-28,55,1230,2017,8,4,5,2017,9,28,4,6,810,1230.0,920.7142857142857,917.9523809523808
2017-08-03,2017-09-28,56,1230,2017,8,3,4,2017,9,28,4,6,810,1230.0,880.0,882.3846153846154
2017-08-01,2017-09-28,58,1230,2017,8,1,2,2017,9,28,4,6,810,1230.0,835.0,836.1111111111112
2017-07-31,2017-09-28,59,1230,2017,7,31,1,2017,9,28,4,6,810,1230.0,850.9090909090909,852.7272727272727
2017-07-30,2017-09-28,60,1230,2017,7,30,7,2017,9,28,4,6,810,1230.0,884.5454545454545,884.5454545454545
2017-12-18,2017-12-19,1,1060,2017,12,18,1,2017,12,19,2,1,1060,520.9230769230769,857.3809523809524,662.1800128936671
2017-12-18,2017-12-19,1,690,2017,12,18,1,2017,12,19,2,1,690,512.5,857.3809523809524,662.1800128936671
2017-12-17,2017-12-19,2,690,2017,12,17,7,2017,12,19,2,1,690,509.6825396825397,826.3157894736842,680.9644480970592
2017-12-16,2017-12-19,3,550,2017,12,16,6,2017,12,19,2,1,550,506.77419354838713,845.7894736842105,663.9545717247827
2017-12-15,2017-12-19,4,690,2017,12,15,5,2017,12,19,2,1,550,506.06557377049177,826.6666666666666,678.7773948666194
2017-12-15,2017-12-19,4,550,2017,12,15,5,2017,12,19,2,1,550,503.0,826.6666666666666,678.7773948666194
2017-12-14,2017-12-19,5,550,2017,12,14,4,2017,12,19,2,1,550,502.2033898305085,734.25,669.1540204530961
2017-12-13,2017-12-19,6,550,2017,12,13,3,2017,12,19,2,1,550,501.3793103448277,718.2978723404256,664.0583600643745
2017-12-12,2017-12-19,7,530,2017,12,12,2,2017,12,19,2,1,530,500.5263157894737,737.7142857142857,710.1186921680561
2017-12-11,2017-12-19,8,530,2017,12,11,1,2017,12,19,2,1,530,500.0,696.2857142857143,670.0855737678833
2017-12-10,2017-12-19,9,530,2017,12,10,7,2017,12,19,2,1,530,499.45454545454544,691.3888888888889,663.3644460351745
2017-12-09,2017-12-19,10,560,2017,12,9,6,2017,12,19,2,1,530,498.88888888888886,708.0,673.4794136106011
2017-12-09,2017-12-19,10,530,2017,12,9,6,2017,12,19,2,1,530,497.7358490566038,708.0,673.4794136106011
2017-12-08,2017-12-19,11,660,2017,12,8,5,2017,12,19,2,2,530,497.1153846153846,703.1428571428571,669.0556185163955
2017-12-08,2017-12-19,11,530,2017,12,8,5,2017,12,19,2,2,530,493.921568627451,703.1428571428571,669.0556185163955
2017-12-07,2017-12-19,12,660,2017,12,7,4,2017,12,19,2,2,530,493.2,709.1666666666666,668.3226451570791
2017-12-06,2017-12-19,13,530,2017,12,6,3,2017,12,19,2,2,530,489.79591836734687,739.4117647058823,694.6022700256574
2017-12-05,2017-12-19,14,530,2017,12,5,2,2017,12,19,2,2,530,488.95833333333326,694.8837209302326,662.4681022384212
2017-12-04,2017-12-19,15,500,2017,12,4,1,2017,12,19,2,2,500,488.08510638297867,686.3636363636364,668.9868433146816
2017-12-03,2017-12-19,16,500,2017,12,3,7,2017,12,19,2,2,500,487.82608695652175,690.3030303030303,668.7492672640685
2017-12-02,2017-12-19,17,500,2017,12,2,6,2017,12,19,2,2,500,487.5555555555555,680.5882352941177,662.7999801299713
2017-12-01,2017-12-19,18,560,2017,12,1,5,2017,12,19,2,2,500,487.27272727272725,688.7878787878788,671.0657896487936
2017-12-01,2017-12-19,18,500,2017,12,1,5,2017,12,19,2,2,500,485.5813953488372,688.7878787878788,671.0657896487936
2017-11-30,2017-12-19,19,500,2017,11,30,4,2017,12,19,2,2,500,485.2380952380952,696.6666666666666,677.4480321182224
2017-11-29,2017-12-19,20,500,2017,11,29,3,2017,12,19,2,2,500,484.8780487804878,709.3939393939394,692.647415436566
2017-11-28,2017-12-19,21,500,2017,11,28,2,2017,12,19,2,3,500,484.5,705.9375,691.6761848209222
2017-11-27,2017-12-19,22,500,2017,11,27,1,2017,12,19,2,3,500,484.1025641025641,680.9090909090909,660.634251250105
2017-11-26,2017-12-19,23,500,2017,11,26,7,2017,12,19,2,3,500,483.68421052631584,688.75,670.9440894905536
2017-11-25,2017-12-19,24,500,2017,11,25,6,2017,12,19,2,3,500,483.24324324324317,684.6875,666.9568436098042
2017-11-24,2017-12-19,25,500,2017,11,24,5,2017,12,19,2,3,500,482.77777777777777,684.6875,666.4520482653705
2017-11-23,2017-12-19,26,500,2017,11,23,4,2017,12,19,2,3,500,482.28571428571433,696.875,672.860165969541
2017-11-22,2017-12-19,27,500,2017,11,22,3,2017,12,19,2,3,500,481.7647058823529,696.875,672.1339577497668
2017-11-21,2017-12-19,28,500,2017,11,21,2,2017,12,19,2,3,500,481.2121212121212,710.0,687.8515963203463
2017-11-20,2017-12-19,29,500,2017,11,20,1,2017,12,19,2,3,500,480.625,686.4705882352941,664.2424078588655
2017-11-19,2017-12-19,30,480,2017,11,19,7,2017,12,19,2,3,480,480.0,663.4375,661.1687247983871
2017-11-18,2017-12-19,31,480,2017,11,18,6,2017,12,19,2,4,480,480.0,666.7741935483871,668.7956989247311
2017-11-17,2017-12-19,32,480,2017,11,17,5,2017,12,19,2,4,480,480.0,666.7741935483871,668.8654060066741
2017-11-16,2017-12-19,33,480,2017,11,16,4,2017,12,19,2,4,480,480.0,666.7741935483871,668.9400921658987
2017-11-15,2017-12-19,34,480,2017,11,15,3,2017,12,19,2,4,480,480.0,666.7741935483871,669.0203106332139
2017-11-14,2017-12-19,35,480,2017,11,14,2,2017,12,19,2,4,480,480.0,666.7741935483871,669.106699751861
2017-11-13,2017-12-19,36,480,2017,11,13,1,2017,12,19,2,4,480,480.0,666.7741935483871,669.2
2017-11-12,2017-12-19,37,480,2017,11,12,7,2017,12,19,2,4,480,480.0,666.7741935483871,669.3010752688173
2017-11-11,2017-12-19,38,480,2017,11,11,6,2017,12,19,2,4,480,480.0,666.7741935483871,669.4109396914447
2017-11-10,2017-12-19,39,480,2017,11,10,5,2017,12,19,2,4,480,480.0,666.7741935483871,669.5307917888563
2017-11-09,2017-12-19,40,480,2017,11,9,4,2017,12,19,2,4,480,480.0,668.3870967741935,669.6620583717357
2017-11-08,2017-12-19,41,480,2017,11,8,3,2017,12,19,2,5,480,480.0,668.3870967741935,669.7258064516129
2017-11-07,2017-12-19,42,480,2017,11,7,2,2017,12,19,2,5,480,480.0,668.3870967741935,669.7962648556875
2017-11-06,2017-12-19,43,480,2017,11,6,1,2017,12,19,2,5,480,480.0,668.3870967741935,669.8745519713261
2017-11-05,2017-12-19,44,480,2017,11,5,7,2017,12,19,2,5,480,480.0,668.3870967741935,669.9620493358633
2017-11-04,2017-12-19,45,480,2017,11,4,6,2017,12,19,2,5,480,480.0,668.3870967741935,670.0604838709677
2017-11-03,2017-12-19,46,480,2017,11,3,5,2017,12,19,2,5,480,480.0,668.3870967741935,670.1720430107528
2017-11-02,2017-12-19,47,480,2017,11,2,4,2017,12,19,2,5,480,480.0,668.3870967741935,670.2995391705069
2017-11-01,2017-12-19,48,480,2017,11,1,3,2017,12,19,2,5,480,480.0,671.9354838709677,670.4466501240696
2017-10-31,2017-12-19,49,480,2017,10,31,2,2017,12,19,2,5,480,480.0,670.3225806451613,670.3225806451613
2017-10-30,2017-12-19,50,480,2017,10,30,1,2017,12,19,2,5,480,480.0,670.3225806451613,670.3225806451613
2017-10-29,2017-12-19,51,480,2017,10,29,7,2017,12,19,2,6,480,480.0,670.3225806451613,670.3225806451613
2017-10-28,2017-12-19,52,480,2017,10,28,6,2017,12,19,2,6,480,480.0,670.3225806451613,670.3225806451613
2017-10-27,2017-12-19,53,480,2017,10,27,5,2017,12,19,2,6,480,480.0,670.3225806451613,670.3225806451613
2017-10-26,2017-12-19,54,480,2017,10,26,4,2017,12,19,2,6,480,480.0,670.3225806451613,670.3225806451613
2017-10-25,2017-12-19,55,480,2017,10,25,3,2017,12,19,2,6,480,480.0,670.3225806451613,670.3225806451613
2017-10-24,2017-12-19,56,480,2017,10,24,2,2017,12,19,2,6,480,480.0,670.3225806451613,670.3225806451613
2017-10-23,2017-12-19,57,480,2017,10,23,1,2017,12,19,2,6,480,480.0,670.3225806451613,670.3225806451613
2017-10-22,2017-12-19,58,480,2017,10,22,7,2017,12,19,2,6,480,480.0,670.3225806451613,670.3225806451613
2017-10-21,2017-12-19,59,480,2017,10,21,6,2017,12,19,2,6,480,480.0,670.3225806451613,670.3225806451613
2017-10-20,2017-12-19,60,480,2017,10,20,5,2017,12,19,2,6,480,480.0,670.3225806451613,670.3225806451613
2017-10-13,2017-10-22,9,660,2017,10,13,5,2017,10,22,7,1,660,715.2941176470587,697.5,725.564552033916
2017-09-24,2017-10-22,28,740,2017,9,24,7,2017,10,22,7,3,660,716.969696969697,701.3636363636364,773.429861197143
